# Hand-picked real-world corpus from GitHub: source files that carry business logic in popular, unarchived
# repositories. Excluded: tests, examples, demos, documentation, third-party code vendored into a repository
# (such as the Bootstrap 2 copy inside publify), malware source collections (vxunderground/MalwareSourceCode),
# and VBA (which is not VB.NET).
# iTerm2 was on the list originally, but its sources/ moved into deeply nested subdirectories; FLEX, another
# popular Objective-C application, replaces it.
# The files belong to their repositories and stay under those repositories' licenses. They are not
# copied into this repository or the published package: `scripts/fetch-github-corpus.mjs` downloads them to
# a local directory, and the evidence harnesses only read them to compute aggregate numbers.
# Each file is pinned to a commit so that re-running the measurements reads the same bytes.
# Format: languageId<TAB>repo<TAB>commit<TAB>path
objective-c	SDWebImage/SDWebImage	c3ad5e1a9bf55c9b76d4c362430b5fcded96c502	SDWebImage/Core/SDImageCache.m
objective-c	SDWebImage/SDWebImage	c3ad5e1a9bf55c9b76d4c362430b5fcded96c502	SDWebImage/Core/SDWebImageDownloaderOperation.m
objective-c	SDWebImage/SDWebImage	c3ad5e1a9bf55c9b76d4c362430b5fcded96c502	SDWebImage/Core/SDDiskCache.m
objective-c	SDWebImage/SDWebImage	c3ad5e1a9bf55c9b76d4c362430b5fcded96c502	SDWebImage/Core/SDWebImagePrefetcher.m
objective-c	SDWebImage/SDWebImage	c3ad5e1a9bf55c9b76d4c362430b5fcded96c502	SDWebImage/Core/SDMemoryCache.m
objective-c	SDWebImage/SDWebImage	c3ad5e1a9bf55c9b76d4c362430b5fcded96c502	SDWebImage/Core/SDImageCachesManager.m
objective-c	FLEXTool/FLEX	63a6f588841e94e4c3adaa045ff16eb8163f0bb4	Classes/GlobalStateExplorers/DatabaseBrowser/FLEXSQLiteDatabaseManager.m
objective-c	FLEXTool/FLEX	63a6f588841e94e4c3adaa045ff16eb8163f0bb4	Classes/GlobalStateExplorers/FileBrowser/FLEXFileBrowserController.m
objective-c	FLEXTool/FLEX	63a6f588841e94e4c3adaa045ff16eb8163f0bb4	Classes/GlobalStateExplorers/Keychain/FLEXKeychainQuery.m
objective-c	FLEXTool/FLEX	63a6f588841e94e4c3adaa045ff16eb8163f0bb4	Classes/GlobalStateExplorers/RuntimeBrowser/DataSources/FLEXRuntimeClient.m
objective-c	FLEXTool/FLEX	63a6f588841e94e4c3adaa045ff16eb8163f0bb4	Classes/Network/FLEXHTTPTransactionDetailController.m
zig	ghostty-org/ghostty	f9a3f24a56bf05f70894e1a084809d4fffadf420	src/terminal/Parser.zig
zig	ghostty-org/ghostty	f9a3f24a56bf05f70894e1a084809d4fffadf420	src/terminal/osc.zig
